tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
1571,negative,0.98,Lost luggage,0.69,JetBlue,,User3562,,60,@JetBlue the plane was freezing. Asked for a blanket and they had none. Great service.,,2015-04-09 04:33:00 ,,Pacific Time
1572,neutral,0.65,,0.0,Virgin America,,User4353,,67,@Delta posted their quarterly earnings report for Q2.,,2015-07-25 01:06:00 ,Dallas,Mountain Time
1573,positive,0.94,,0.0,Virgin America,,User4786,,34,Another smooth flight with @AlaskaAir. You guys never disappoint!,,2015-04-10 03:16:00 ,Seattle,Mountain Time
1574,neutral,0.6,,0.0,United,,User1474,,66,@JetBlue flight B6589 is operating as scheduled today.,,2015-04-28 21:44:00 ,Dallas,
1575,negative,0.93,Late flight,0.71,Delta,,User2321,,87,@AmericanAir worst customer service ever. Waited 3 hours on the phone. Unacceptable!,,2015-05-26 11:14:00 ,LA,Central Time
1576,negative,0.64,Lost luggage,0.98,Delta,,User4954,,90,@AmericanAir your staff at JFK needs serious training. Zero empathy or professionalism.,,2015-03-03 02:54:00 ,NYC,Mountain Time
1577,neutral,0.73,,0.0,Southwest,,User2414,,14,@Delta confirmed order for 100 new Airbus A321neo aircraft.,,2015-07-29 05:16:00 ,Miami,Eastern Time
1578,positive,0.91,,0.0,Virgin America,,User512,,32,Flying with @Delta today and everything was perfect. No complaints at all!,,2015-03-14 02:17:00 ,Seattle,Mountain Time
1579,negative,0.7,Bad flight,0.59,Delta,,User1462,,62,@Delta flight canceled last minute with no explanation. Stranded at the airport. Terrible!,,2015-03-24 19:25:00 ,Miami,Eastern Time
1580,negative,0.77,Customer service issue,0.96,US Airways,,User4681,,13,@AlaskaAir my miles expired without warning. No courtesy email or anything. Shady practices.,,2015-02-09 02:04:00 ,LA,Mountain Time
1581,negative,0.66,Late flight,0.97,JetBlue,,User3206,,34,@Delta I paid for extra legroom and got a middle seat. False advertising much?,,2015-03-11 22:21:00 ,,
1582,neutral,0.7,,0.0,JetBlue,,User28,,51,@AlaskaAir released their customer satisfaction survey results.,,2015-02-18 17:14:00 ,Seattle,Mountain Time
1583,negative,0.97,Flight booking problems,0.67,US Airways,,User743,,51,@United you lost my connecting flight because of poor organization. Missing a wedding now.,,2015-02-15 20:41:00 ,Dallas,
1584,neutral,0.53,,0.0,Alaska,,User1447,,97,@United is testing a new boarding process at Denver International Airport.,,2015-04-16 20:12:00 ,,Mountain Time
1585,neutral,0.78,,0.0,Delta,,User696,,80,@SouthwestAir baggage fees remain unchanged for domestic flights.,,2015-07-27 11:31:00 ,Miami,Central Time
1586,negative,0.61,Lost luggage,0.74,Delta,,User4375,,69,@AlaskaAir overbooked and bumped me off my flight. Terrible communication.,,2015-07-15 09:31:00 ,Miami,Eastern Time
1587,negative,0.74,Late flight,0.7,United,,User4396,,83,@Delta flight canceled last minute with no explanation. Stranded at the airport. Terrible!,,2015-07-21 16:29:00 ,NYC,
1588,negative,0.61,Canceled flight,0.74,American,,User1070,,60,@SouthwestAir lost my bag AGAIN. This is the third time. So frustrated!,,2015-07-09 01:15:00 ,,Central Time
1589,positive,0.93,,0.0,Delta,,User4842,,58,What a great experience with @SouthwestAir! The crew was incredibly helpful.,,2015-07-07 05:53:00 ,Boston,Eastern Time
1590,negative,0.92,Lost luggage,0.53,United,,User3294,,54,@AmericanAir your staff at JFK needs serious training. Zero empathy or professionalism.,,2015-04-28 23:43:00 ,Dallas,Eastern Time
1591,neutral,0.72,,0.0,Virgin America,,User2749,,27,@AlaskaAir announced their merger talks with Hawaiian Airlines.,,2015-02-12 18:11:00 ,Boston,Eastern Time
1592,negative,0.77,Flight booking problems,0.78,Alaska,,User819,,31,@AlaskaAir my miles expired without warning. No courtesy email or anything. Shady practices.,,2015-06-29 01:08:00 ,Seattle,Central Time
1593,negative,0.63,Late flight,0.59,Delta,,User2325,,90,@Delta I paid for extra legroom and got a middle seat. False advertising much?,,2015-07-17 18:56:00 ,Seattle,Mountain Time
1594,neutral,0.56,,0.0,US Airways,,User1430,,66,@AlaskaAir is hiring 500 new flight attendants across their network.,,2015-05-27 13:15:00 ,,
1595,negative,0.84,Customer service issue,0.81,US Airways,,User1931,,44,@Delta I paid for extra legroom and got a middle seat. False advertising much?,,2015-05-19 00:35:00 ,Chicago,Eastern Time
1596,neutral,0.75,,0.0,United,,User2265,,59,@United just published their new route map for next summer.,,2015-07-11 21:13:00 ,,Central Time
1597,negative,0.87,Damaged luggage,0.75,Southwest,,User2984,,85,@USAirways the seats are so uncomfortable. My back hurts. Never flying with you again.,,2015-02-12 01:41:00 ,LA,Central Time
1598,positive,0.85,,0.0,Alaska,,User4403,,5,@AmericanAir landed safely despite turbulence. Pilots did an amazing job!,,2015-02-27 23:03:00 ,NYC,Central Time
1599,neutral,0.71,,0.0,Delta,,User2671,,30,@SouthwestAir new safety video went live today.,,2015-05-25 18:37:00 ,Seattle,Central Time
1600,neutral,0.59,,0.0,Delta,,User3380,,41,@United is testing a new boarding process at Denver International Airport.,,2015-03-31 03:15:00 ,Chicago,Mountain Time
1601,neutral,0.69,,0.0,Alaska,,User4993,,6,@SouthwestAir will be offering complimentary coffee and tea on all morning flights.,,2015-05-23 04:13:00 ,Miami,Central Time
1602,positive,0.78,,0.0,United,,User2752,,80,Love flying @JetBlue. Legroom is awesome and the snacks are tasty. :),,2015-05-03 08:12:00 ,NYC,Eastern Time
1603,neutral,0.61,,0.0,Delta,,User2815,,59,@Delta departing on time from ATL to LAX today.,,2015-05-29 13:10:00 ,Chicago,Pacific Time
1604,positive,0.98,,0.0,Southwest,,User3373,,73,Another smooth flight with @AlaskaAir. You guys never disappoint!,,2015-06-22 07:05:00 ,Miami,Central Time
1605,positive,0.71,,0.0,JetBlue,,User3558,,94,Thank you @SouthwestAir for the free drinks and friendly smiles. You made my day!,,2015-04-05 07:20:00 ,Chicago,
1606,neutral,0.86,,0.0,JetBlue,,User4131,,5,@AlaskaAir announced their merger talks with Hawaiian Airlines.,,2015-02-11 15:46:00 ,,Mountain Time
1607,positive,0.92,,0.0,Delta,,User4576,,57,@Delta flight delay but your customer service handled it beautifully. Impressed!,,2015-06-07 07:05:00 ,,Mountain Time
1608,neutral,0.64,,0.0,United,,User2498,,82,@USAirways is updating their baggage policy effective next month.,,2015-02-24 00:30:00 ,NYC,Mountain Time
1609,neutral,0.73,,0.0,Alaska,,User1516,,59,@JetBlue flight B6589 is operating as scheduled today.,,2015-03-08 22:25:00 ,Dallas,Mountain Time
1610,neutral,0.84,,0.0,Delta,,User268,,49,@AmericanAir flight 123 is currently boarding at gate B42.,,2015-07-27 10:33:00 ,LA,Mountain Time
1611,neutral,0.88,,0.0,United,,User2751,,100,@United is renovating their United Club at San Francisco International.,,2015-07-26 02:39:00 ,,
1612,neutral,0.65,,0.0,American,,User335,,14,@SouthwestAir celebrates 50 years of service this year.,,2015-05-10 11:29:00 ,Dallas,Pacific Time
1613,negative,0.88,Lost luggage,0.57,Virgin America,,User3920,,30,@United you lost my connecting flight because of poor organization. Missing a wedding now.,,2015-06-19 03:41:00 ,Chicago,Central Time
1614,negative,0.8,longlines,0.64,Delta,,User4108,,47,@Delta your online check-in system is broken. Couldn't get my boarding pass. Frustrating!,,2015-04-30 14:31:00 ,Boston,Mountain Time
1615,neutral,0.83,,0.0,US Airways,,User538,,57,@SouthwestAir celebrates 50 years of service this year.,,2015-07-09 11:51:00 ,Chicago,Mountain Time
1616,negative,0.96,Bad flight,0.98,Delta,,User1213,,13,@JetBlue your WiFi never works. Paying for internet that doesn't connect. Ridiculous.,,2015-03-15 08:07:00 ,Miami,Central Time
1617,neutral,0.88,,0.0,American,,User1082,,37,@United launched a mobile app update with improved seat selection.,,2015-05-18 21:34:00 ,Miami,Pacific Time
1618,positive,0.86,,0.0,US Airways,,User1904,,24,Love the free WiFi on @VirginAmerica. Makes the flight feel so short!,,2015-02-17 00:55:00 ,Dallas,Mountain Time
1619,positive,0.86,,0.0,Virgin America,,User4344,,62,Another smooth flight with @AlaskaAir. You guys never disappoint!,,2015-07-02 21:44:00 ,Miami,Mountain Time
1620,negative,0.96,Bad flight,0.59,US Airways,,User388,,29,@USAirways the seats are so uncomfortable. My back hurts. Never flying with you again.,,2015-06-04 11:18:00 ,NYC,Pacific Time
1621,negative,0.85,Canceled flight,0.86,US Airways,,User1258,,23,@JetBlue flight attendants were rude and ignored my request. Very disappointed.,,2015-03-17 22:44:00 ,NYC,Central Time
1622,negative,0.83,Damaged luggage,0.63,Southwest,,User2597,,26,@United had to sleep in the airport because of your delays. Worst airline ever. :(,,2015-06-24 22:02:00 ,Dallas,Central Time
1623,positive,0.99,,0.0,US Airways,,User4092,,15,@United great legroom and the food was surprisingly good. Will fly again!,,2015-02-07 12:59:00 ,NYC,Mountain Time
1624,neutral,0.5,,0.0,Virgin America,,User2375,,82,@USAirways is updating their baggage policy effective next month.,,2015-07-31 09:30:00 ,NYC,
1625,neutral,0.64,,0.0,Delta,,User4514,,93,@Delta posted their quarterly earnings report for Q2.,,2015-06-03 01:08:00 ,Boston,Pacific Time
1626,negative,0.94,Damaged luggage,0.68,Virgin America,,User4780,,7,@AmericanAir your staff at JFK needs serious training. Zero empathy or professionalism.,,2015-07-06 20:12:00 ,Chicago,Pacific Time
1627,negative,0.82,Damaged luggage,0.84,Delta,,User2604,,65,@SouthwestAir lost my bag AGAIN. This is the third time. So frustrated!,,2015-05-12 06:31:00 ,,Pacific Time
1628,positive,0.94,,0.0,Virgin America,,User2826,,49,@Delta your app makes checking in so easy. Technology done right!,,2015-05-07 00:18:00 ,Dallas,Pacific Time
1629,neutral,0.54,,0.0,Alaska,,User1342,,94,@JetBlue will begin serving additional routes from JFK starting in June.,,2015-05-18 14:18:00 ,Seattle,Mountain Time
1630,negative,0.84,Canceled flight,0.6,Alaska,,User4839,,67,@JetBlue the noise from the engine was unbearable. Earplugs didn't help. Terrible plane.,,2015-04-27 02:59:00 ,Seattle,Eastern Time
1631,negative,0.97,longlines,0.59,Alaska,,User1524,,90,@Delta my flight was overbooked and I voluntold. But the compensation was insulting.,,2015-06-26 04:12:00 ,Seattle,Pacific Time
1632,positive,0.93,,0.0,US Airways,,User3797,,74,Just had the best flight ever with @Delta. Smooth takeoff and landing. #happy,,2015-04-19 15:35:00 ,Chicago,Eastern Time
1633,neutral,0.61,,0.0,Alaska,,User2357,,15,@USAirways is updating their baggage policy effective next month.,,2015-07-18 21:57:00 ,Seattle,Central Time
1634,positive,0.86,,0.0,American,,User4907,,15,@Delta your app makes checking in so easy. Technology done right!,,2015-04-12 15:04:00 ,Dallas,
1635,positive,0.95,,0.0,Alaska,,User4713,,88,@AlaskaAir check-in was a breeze and boarding was super organized. Love it!,,2015-03-03 11:32:00 ,,Pacific Time
1636,negative,0.66,Damaged luggage,0.94,Southwest,,User2959,,45,@Delta flight canceled last minute with no explanation. Stranded at the airport. Terrible!,,2015-03-14 01:17:00 ,Seattle,Pacific Time
1637,negative,0.81,Customer service issue,0.76,Southwest,,User1370,,97,@SouthwestAir cancelled my return flight and made me rebook. Missing my event now. Thanks a lot!,,2015-02-25 19:48:00 ,Dallas,Pacific Time
1638,neutral,0.82,,0.0,US Airways,,User786,,87,@SouthwestAir celebrates 50 years of service this year.,,2015-07-29 22:23:00 ,Dallas,Central Time
1639,negative,0.71,Damaged luggage,0.71,Southwest,,User1812,,13,@SouthwestAir the bathroom was filthy. How do you even manage that in 2 hours?,,2015-03-28 04:32:00 ,Chicago,
1640,positive,0.94,,0.0,Delta,,User1076,,53,Always a pleasure flying @VirginAmerica. The mood lighting is so relaxing!,,2015-05-29 02:07:00 ,,Mountain Time
1641,negative,0.75,Damaged luggage,0.94,Virgin America,,User972,,22,@United I was charged for TWO bags when I should have only been charged for one. Theft!,,2015-04-19 00:47:00 ,Chicago,Central Time
1642,neutral,0.78,,0.0,US Airways,,User3481,,16,@USAirways is updating their baggage policy effective next month.,,2015-03-26 04:05:00 ,Boston,Eastern Time
1643,negative,0.9,Late flight,0.6,American,,User3843,,84,@Delta I paid for extra legroom and got a middle seat. False advertising much?,,2015-06-12 18:03:00 ,Boston,Pacific Time
1644,negative,0.87,Customer service issue,0.89,United,,User2880,,75,@SouthwestAir cancelled my return flight and made me rebook. Missing my event now. Thanks a lot!,,2015-03-24 05:42:00 ,,Eastern Time
1645,negative,0.98,Flight booking problems,0.68,United,,User4737,,64,@JetBlue the plane was freezing. Asked for a blanket and they had none. Great service.,,2015-06-26 02:06:00 ,,
1646,negative,0.99,Canceled flight,0.95,American,,User4131,,92,@AlaskaAir overbooked and bumped me off my flight. Terrible communication.,,2015-02-26 06:58:00 ,Miami,Pacific Time
1647,neutral,0.68,,0.0,Delta,,User1756,,23,@JetBlue announced new direct flights from Boston to San Francisco starting May.,,2015-05-02 12:27:00 ,Chicago,Mountain Time
1648,negative,0.65,Customer service issue,0.76,Alaska,,User4565,,97,@United had to sleep in the airport because of your delays. Worst airline ever. :(,,2015-05-04 22:18:00 ,,Eastern Time
1649,negative,0.75,Damaged luggage,0.8,US Airways,,User3337,,87,@United my flight was delayed 6 hours and no one gave us a reason. Awful experience.,,2015-05-25 07:35:00 ,LA,Mountain Time
1650,negative,0.96,Damaged luggage,0.97,Virgin America,,User862,,22,@SouthwestAir lost my bag AGAIN. This is the third time. So frustrated!,,2015-02-04 21:31:00 ,Seattle,Mountain Time
1651,positive,0.63,,0.0,Southwest,,User834,,50,@SouthwestAir no fees for bags? Yes please! Best airline hands down.,,2015-05-14 22:37:00 ,NYC,Eastern Time
1652,positive,0.74,,0.0,JetBlue,,User4089,,15,First class service on @United was outstanding. Highly recommend!,,2015-04-01 13:46:00 ,LA,
1653,positive,0.92,,0.0,JetBlue,,User3314,,45,@AmericanAir great prices and great service. What more could you ask for?,,2015-06-02 21:38:00 ,Miami,
1654,negative,0.78,Customer service issue,0.63,Alaska,,User816,,29,@AlaskaAir my miles expired without warning. No courtesy email or anything. Shady practices.,,2015-07-11 04:01:00 ,,Eastern Time
1655,positive,0.99,,0.0,JetBlue,,User2481,,77,Amazing flight crew! So friendly and attentive. @AmericanAir you guys rock!,,2015-07-24 10:09:00 ,Boston,Eastern Time
1656,neutral,0.81,,0.0,Alaska,,User4017,,25,@United launched a mobile app update with improved seat selection.,,2015-04-17 21:31:00 ,LA,
1657,negative,0.82,Late flight,1.0,Delta,,User3083,,49,@United you lost my connecting flight because of poor organization. Missing a wedding now.,,2015-05-27 10:54:00 ,Miami,Mountain Time
1658,negative,0.82,Bad flight,0.94,Southwest,,User3188,,62,@JetBlue flight attendants were rude and ignored my request. Very disappointed.,,2015-05-22 04:19:00 ,Miami,Eastern Time
1659,positive,0.86,,0.0,Alaska,,User457,,60,@Delta flight delay but your customer service handled it beautifully. Impressed!,,2015-06-24 05:32:00 ,Seattle,Pacific Time
1660,positive,0.85,,0.0,Virgin America,,User231,,98,The in-flight entertainment on @JetBlue is top notch. Great job!,,2015-04-14 10:03:00 ,,Central Time
1661,neutral,0.82,,0.0,American,,User798,,97,@JetBlue introduced a new menu for transatlantic flights.,,2015-07-11 10:24:00 ,Seattle,Pacific Time
1662,neutral,0.64,,0.0,United,,User4855,,31,@AmericanAir flight AA456 is rescheduled to depart at 3:45 PM from Terminal 4.,,2015-04-02 20:19:00 ,Boston,Eastern Time
1663,neutral,0.64,,0.0,American,,User3461,,68,@United just published their new route map for next summer.,,2015-04-25 01:29:00 ,Seattle,Pacific Time
1664,negative,0.84,Flight booking problems,0.69,JetBlue,,User4001,,41,@Delta I paid for extra legroom and got a middle seat. False advertising much?,,2015-06-27 03:51:00 ,Boston,Central Time
1665,negative,0.92,Flight booking problems,0.58,US Airways,,User618,,46,@SouthwestAir the bathroom was filthy. How do you even manage that in 2 hours?,,2015-05-23 06:31:00 ,Chicago,Pacific Time
1666,negative,1.0,longlines,0.9,Delta,,User2760,,91,@SouthwestAir cancelled my return flight and made me rebook. Missing my event now. Thanks a lot!,,2015-06-29 03:37:00 ,LA,Eastern Time
1667,positive,0.79,,0.0,United,,User2473,,44,Always a pleasure flying @VirginAmerica. The mood lighting is so relaxing!,,2015-02-20 20:52:00 ,LA,Mountain Time
1668,neutral,0.58,,0.0,JetBlue,,User4486,,32,@United is testing a new boarding process at Denver International Airport.,,2015-07-10 16:29:00 ,NYC,Eastern Time
1669,positive,0.95,,0.0,Alaska,,User2195,,27,Always a pleasure flying @VirginAmerica. The mood lighting is so relaxing!,,2015-07-20 23:29:00 ,Seattle,
1670,neutral,0.71,,0.0,Virgin America,,User2460,,59,@Delta departing on time from ATL to LAX today.,,2015-03-10 07:09:00 ,Seattle,Mountain Time
1671,negative,0.85,longlines,0.63,US Airways,,User4926,,82,@SouthwestAir lost my bag AGAIN. This is the third time. So frustrated!,,2015-03-14 08:43:00 ,Chicago,Mountain Time
1672,negative,0.68,Lost luggage,0.9,US Airways,,User3458,,59,@USAirways the seats are so uncomfortable. My back hurts. Never flying with you again.,,2015-06-05 17:27:00 ,,Central Time
1673,negative,0.61,Bad flight,0.83,Southwest,,User164,,82,@USAirways the seats are so uncomfortable. My back hurts. Never flying with you again.,,2015-02-11 23:31:00 ,,Eastern Time
1674,negative,0.95,longlines,0.95,Delta,,User4678,,50,@SouthwestAir cancelled my return flight and made me rebook. Missing my event now. Thanks a lot!,,2015-03-08 07:07:00 ,Boston,
1675,neutral,0.88,,0.0,US Airways,,User1002,,63,@AlaskaAir announced their merger talks with Hawaiian Airlines.,,2015-02-24 07:38:00 ,Dallas,Pacific Time
1676,neutral,0.66,,0.0,United,,User1435,,54,@JetBlue flight B6589 is operating as scheduled today.,,2015-03-28 04:06:00 ,Chicago,Pacific Time
1677,positive,0.95,,0.0,American,,User926,,62,Flying with @Delta today and everything was perfect. No complaints at all!,,2015-06-17 11:44:00 ,Dallas,
1678,positive,0.7,,0.0,US Airways,,User3013,,100,@SouthwestAir no fees for bags? Yes please! Best airline hands down.,,2015-03-10 11:30:00 ,LA,Eastern Time
1679,positive,0.61,,0.0,American,,User4528,,88,@JetBlue the snacks are always fresh and the crew makes me feel welcome. 5 stars!,,2015-07-22 07:16:00 ,Seattle,Pacific Time
1680,positive,0.75,,0.0,Delta,,User65,,68,@Delta your app makes checking in so easy. Technology done right!,,2015-04-02 14:24:00 ,Seattle,Pacific Time
1681,negative,0.69,Lost luggage,0.93,Southwest,,User3329,,56,@AlaskaAir my miles expired without warning. No courtesy email or anything. Shady practices.,,2015-07-12 10:56:00 ,,Pacific Time
1682,neutral,0.88,,0.0,Alaska,,User3461,,94,@AlaskaAir released their customer satisfaction survey results.,,2015-05-17 10:45:00 ,Boston,Central Time
1683,neutral,0.53,,0.0,JetBlue,,User3714,,77,@United launched a mobile app update with improved seat selection.,,2015-06-21 23:20:00 ,,Eastern Time
1684,positive,0.85,,0.0,Southwest,,User2504,,0,"@AlaskaAir You guys are the best! Friendly staff, on time, great experience all around.",,2015-05-14 06:40:00 ,Dallas,
1685,negative,0.7,Canceled flight,0.92,JetBlue,,User1094,,40,@JetBlue flight attendants were rude and ignored my request. Very disappointed.,,2015-05-27 15:55:00 ,LA,Central Time
1686,neutral,0.82,,0.0,United,,User3224,,10,@United is testing a new boarding process at Denver International Airport.,,2015-05-18 11:11:00 ,Seattle,
1687,negative,0.97,Lost luggage,0.95,Alaska,,User1383,,25,@AmericanAir worst customer service ever. Waited 3 hours on the phone. Unacceptable!,,2015-04-09 22:54:00 ,,Mountain Time
1688,positive,0.7,,0.0,Delta,,User116,,47,@JetBlue the snacks are always fresh and the crew makes me feel welcome. 5 stars!,,2015-03-16 18:07:00 ,Seattle,Mountain Time
1689,neutral,0.55,,0.0,United,,User4049,,24,@SouthwestAir new safety video went live today.,,2015-04-10 09:47:00 ,Seattle,Central Time
1690,positive,0.84,,0.0,US Airways,,User1478,,93,First class service on @United was outstanding. Highly recommend!,,2015-07-24 06:26:00 ,Seattle,Central Time
1691,negative,0.69,Damaged luggage,0.95,Virgin America,,User703,,74,@Delta your online check-in system is broken. Couldn't get my boarding pass. Frustrating!,,2015-07-26 20:29:00 ,,Mountain Time
1692,negative,0.99,longlines,0.84,JetBlue,,User2100,,90,@United had to sleep in the airport because of your delays. Worst airline ever. :(,,2015-05-20 23:38:00 ,Boston,Eastern Time
1693,positive,0.73,,0.0,United,,User4901,,60,Just had the best flight ever with @Delta. Smooth takeoff and landing. #happy,,2015-05-02 19:42:00 ,,Eastern Time
1694,negative,0.75,longlines,0.84,Southwest,,User2133,,71,@AmericanAir your staff at JFK needs serious training. Zero empathy or professionalism.,,2015-02-11 18:11:00 ,NYC,
1695,positive,0.95,,0.0,Southwest,,User3547,,11,@AmericanAir landed safely despite turbulence. Pilots did an amazing job!,,2015-04-23 22:33:00 ,NYC,Pacific Time
1696,negative,0.99,Damaged luggage,0.94,US Airways,,User2157,,95,@Delta flight canceled last minute with no explanation. Stranded at the airport. Terrible!,,2015-05-04 13:18:00 ,LA,
1697,negative,0.73,Damaged luggage,0.88,Southwest,,User3605,,71,@JetBlue flight attendants were rude and ignored my request. Very disappointed.,,2015-07-19 20:51:00 ,,Central Time
1698,negative,0.67,Damaged luggage,0.63,Alaska,,User3617,,55,@AmericanAir the food was cold and stale. Paying for this garbage? Never again.,,2015-03-02 15:02:00 ,Dallas,
1699,positive,0.64,,0.0,Southwest,,User2328,,15,@Delta flight delay but your customer service handled it beautifully. Impressed!,,2015-05-01 02:13:00 ,NYC,Central Time
1700,neutral,0.73,,0.0,United,,User4676,,74,@Delta has partnered with a new hotel chain for loyalty members.,,2015-02-02 16:49:00 ,NYC,Mountain Time
1701,neutral,0.81,,0.0,Delta,,User1000,,42,@AmericanAir reminder: check-in opens 24 hours before departure.,,2015-02-07 09:43:00 ,Seattle,Pacific Time
1702,positive,0.93,,0.0,Southwest,,User3931,,3,@VirginAmerica The seats were so comfortable and the WiFi actually worked! Will fly again!,,2015-02-21 14:53:00 ,Miami,Pacific Time
1703,positive,0.73,,0.0,American,,User4663,,83,Amazing flight crew! So friendly and attentive. @AmericanAir you guys rock!,,2015-07-10 14:20:00 ,NYC,Central Time
1704,neutral,0.61,,0.0,American,,User3125,,95,@Delta confirmed order for 100 new Airbus A321neo aircraft.,,2015-02-19 17:38:00 ,Boston,Mountain Time
1705,negative,0.99,longlines,0.54,United,,User1263,,20,@AmericanAir the food was cold and stale. Paying for this garbage? Never again.,,2015-05-11 12:18:00 ,Boston,Pacific Time
1706,positive,0.89,,0.0,US Airways,,User788,,87,@AlaskaAir check-in was a breeze and boarding was super organized. Love it!,,2015-07-05 04:22:00 ,Dallas,
1707,negative,0.95,Damaged luggage,0.63,JetBlue,,User1527,,11,"@AmericanAir 2 hour delay and counting. No updates, no water, no nothing. Pathetic!",,2015-05-20 11:39:00 ,Seattle,Mountain Time
1708,negative,0.74,Damaged luggage,0.84,Southwest,,User4299,,63,@SouthwestAir the bathroom was filthy. How do you even manage that in 2 hours?,,2015-06-15 20:41:00 ,Boston,Pacific Time
1709,positive,0.96,,0.0,Alaska,,User2461,,38,Great job @SouthwestAir! Got me home safely despite the weather. Much appreciated!,,2015-03-11 04:43:00 ,Chicago,
1710,positive,0.62,,0.0,Delta,,User3481,,5,Landed on time with @USAirways. Rare these days but much appreciated!,,2015-06-12 03:32:00 ,Seattle,Eastern Time
1711,positive,0.83,,0.0,US Airways,,User4125,,45,Love the free WiFi on @VirginAmerica. Makes the flight feel so short!,,2015-04-07 18:05:00 ,,Eastern Time
1712,neutral,0.57,,0.0,Southwest,,User2439,,50,@Delta posted their quarterly earnings report for Q2.,,2015-02-12 02:26:00 ,Dallas,
1713,neutral,0.77,,0.0,US Airways,,User641,,43,@AlaskaAir released their customer satisfaction survey results.,,2015-03-20 06:11:00 ,LA,Eastern Time
1714,positive,0.6,,0.0,Delta,,User3770,,1,Amazing flight crew! So friendly and attentive. @AmericanAir you guys rock!,,2015-03-16 20:30:00 ,Seattle,
1715,neutral,0.75,,0.0,Virgin America,,User3236,,88,@SouthwestAir baggage fees remain unchanged for domestic flights.,,2015-07-23 22:43:00 ,LA,Eastern Time
1716,negative,0.68,Late flight,0.85,United,,User1190,,3,@AmericanAir worst customer service ever. Waited 3 hours on the phone. Unacceptable!,,2015-03-26 15:41:00 ,Chicago,Mountain Time
1717,neutral,0.58,,0.0,US Airways,,User3457,,98,@JetBlue will begin serving additional routes from JFK starting in June.,,2015-05-30 04:30:00 ,,Eastern Time
1718,negative,0.9,Damaged luggage,0.98,Alaska,,User1650,,2,@USAirways the seats are so uncomfortable. My back hurts. Never flying with you again.,,2015-05-27 18:15:00 ,LA,
1719,neutral,0.52,,0.0,American,,User3406,,13,@AlaskaAir will be retiring their Boeing 737 fleet over the next 5 years.,,2015-07-12 22:27:00 ,Miami,
1720,positive,1.0,,0.0,American,,User4842,,62,@United great legroom and the food was surprisingly good. Will fly again!,,2015-05-14 15:32:00 ,Miami,Central Time
1721,neutral,0.51,,0.0,Virgin America,,User3418,,70,@United launched a mobile app update with improved seat selection.,,2015-02-17 08:57:00 ,Miami,Eastern Time
1722,positive,0.74,,0.0,JetBlue,,User1575,,2,Another smooth flight with @AlaskaAir. You guys never disappoint!,,2015-03-14 09:46:00 ,Miami,Pacific Time
1723,positive,0.69,,0.0,Virgin America,,User2404,,77,Always a pleasure flying @VirginAmerica. The mood lighting is so relaxing!,,2015-07-19 14:08:00 ,Seattle,Mountain Time
1724,neutral,0.76,,0.0,Virgin America,,User2314,,60,@SouthwestAir celebrates 50 years of service this year.,,2015-03-14 19:13:00 ,Boston,Mountain Time
1725,negative,0.66,Damaged luggage,0.55,JetBlue,,User4562,,63,@AlaskaAir overbooked and bumped me off my flight. Terrible communication.,,2015-04-19 07:13:00 ,,Eastern Time
1726,positive,0.74,,0.0,Southwest,,User522,,22,Flying with @Delta today and everything was perfect. No complaints at all!,,2015-06-09 01:51:00 ,Dallas,Mountain Time
1727,negative,0.65,Lost luggage,0.74,Virgin America,,User4564,,100,@AmericanAir the food was cold and stale. Paying for this garbage? Never again.,,2015-05-02 01:49:00 ,LA,Central Time
1728,neutral,0.74,,0.0,Delta,,User3745,,90,@United launched a mobile app update with improved seat selection.,,2015-02-13 14:51:00 ,Boston,Eastern Time
1729,neutral,0.81,,0.0,Delta,,User1369,,71,@AmericanAir updated the carry-on size requirements for basic economy tickets.,,2015-02-11 16:06:00 ,Boston,Central Time
1730,neutral,0.79,,0.0,Alaska,,User814,,97,@JetBlue announced new direct flights from Boston to San Francisco starting May.,,2015-06-10 15:46:00 ,NYC,Pacific Time
1731,negative,0.65,Lost luggage,0.72,JetBlue,,User3881,,98,@USAirways the seats are so uncomfortable. My back hurts. Never flying with you again.,,2015-02-02 07:53:00 ,Dallas,Pacific Time
1732,positive,0.71,,0.0,JetBlue,,User1242,,46,Great job @SouthwestAir! Got me home safely despite the weather. Much appreciated!,,2015-07-12 21:15:00 ,Seattle,Central Time
1733,negative,0.77,longlines,0.95,Virgin America,,User82,,3,@AlaskaAir gate agent was incredibly rude. Made me check a bag that fit in the overhead. Ugh.,,2015-05-25 04:49:00 ,Boston,Eastern Time
1734,negative,0.99,Canceled flight,0.72,JetBlue,,User1237,,97,@JetBlue your WiFi never works. Paying for internet that doesn't connect. Ridiculous.,,2015-02-10 21:59:00 ,,
1735,neutral,0.66,,0.0,US Airways,,User2292,,92,@AmericanAir flight AA456 is rescheduled to depart at 3:45 PM from Terminal 4.,,2015-04-22 11:00:00 ,NYC,Mountain Time
1736,positive,0.96,,0.0,Alaska,,User1617,,89,First class service on @United was outstanding. Highly recommend!,,2015-04-30 20:25:00 ,LA,Eastern Time
